line,english,german,issues,reviewed,replacement
3684,Your creatures can have 3 additional stacks of each minion. This trait does not affect minions that normally have a maximum of 1 stack. This trait does not stack.,"Deine Kreaturen können 3 zusätzliche Stapel jedes Dieners haben. Diese Eigenschaft betrifft keine Diener, die normalerweise ein Maximum von 1 Stapel haben. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
3686,"After an enemy {ACTION_attacks}, the target afflicts the enemy with 2 random debuffs. This trait does not stack.","Nachdem ein Feind {ACTION_attacks}, belegt das Ziel den Feind mit 2 zufälligen Debuffs. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
3690,"After this creature {ACTION_attacks}, it takes another turn. This trait only allows the creature to take an additional turn once at a time.","Nachdem diese Kreatur {ACTION_attacks}, erhält sie einen weiteren Zug. Diese Eigenschaft erlaubt der Kreatur nur, einmal gleichzeitig einen zusätzlichen Zug zu nehmen.",TERM:Trait->Merkmal,,
3694,Your creatures' Spell Gems that have the same name as this creature's Spell Gems deal 75% more damage. This trait does not stack.,"Deine Kreaturen mit Zaubersteinen, die den gleichen Namen wie die Zaubersteinen dieser Kreatur haben, verursachen 75% mehr Schaden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
3696,Your creatures' [temporary] Ethereal Spell Gems do not consume {STAT_charges}. This trait does not stack.,Deine Kreaturen verbrauchen keine {STAT_charges} für [temporary] Ätherische Zauberedelsteine. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal; TERM:Spell Gems->Zaubersteine,,
3700,Your creatures grant 100% more healing to enemies with {CONDNAME_DEBUFF_BLIGHT}. This trait does not stack.,Deine Kreaturen gewähren Feinden mit {CONDNAME_DEBUFF_BLIGHT} 100% mehr Heilung. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
3702,Your creatures' consecutive attacks at the same time deal 10% more damage for each additional attack. This trait does not stack.,Aufeinanderfolgende Angriffe deiner Kreaturen zur gleichen Zeit verursachen 10% mehr Schaden für jeden zusätzlichen Angriff. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
3704,"At the start of this creature's turn, it Seals one of each creature's Spell Gems.",Zu Beginn des Zuges dieser Kreatur versiegelt sie einen Zauberstein jeder Kreatur.,TERM:Spell Gems->Zaubersteine,,
3708,This creature has additional stats (other than {STAT_health}) equal to 5% of your other creatures' highest stats. This trait ignores other creatures with this same trait.,"Diese Kreatur hat zusätzliche Werte (außer {STAT_health}), die 5% der höchsten Werte deiner anderen Kreaturen entsprechen. Diese Eigenschaft ignoriert andere Kreaturen mit derselben Eigenschaft.",TERM:Trait->Merkmal,,
3712,"This creature has 35% more {STAT_attack}, {STAT_defense}, and {STAT_speed}.","Dieses Wesen hat 35% mehr {STAT_attack}, {STAT_defense} und {STAT_speed}.",TERM:Creature->Kreatur,,
3714,"After your creatures are killed, they have a 25% chance to be resurrected with 50% {STAT_health} and gain a {CONDNAME_BUFF_BARRIER} that absorbs damage equal to 50% of their Maximum {STAT_health}. This trait does not stack.","Nachdem deine Kreaturen getötet wurden, haben sie eine 25% Chance, mit 50% {STAT_health} wiederbelebt zu werden und erhalten einen {CONDNAME_BUFF_BARRIER}, der Schaden in Höhe von 50% ihrer maximalen {STAT_health} absorbiert. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
3718,"When your creatures with {CONDNAME_BUFF_BARRIER} take damage, the {CONDNAME_BUFF_BARRIER} shatters, dealing damage to enemies equal to 35% of its potency. This trait does not stack.","Wenn deine Kreaturen mit {CONDNAME_BUFF_BARRIER} Schaden erleiden, zerbricht die {CONDNAME_BUFF_BARRIER} und fügt Gegnern Schaden in Höhe von 35% ihrer Wirksamkeit zu. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
3720,Your creatures' {CONDNAME_BUFF_BARRIER} buffs have 75% more maximum absorption. This trait does not stack.,Deine Kreaturen haben 75% mehr maximale Absorption bei {CONDNAME_BUFF_BARRIER}-Buffs. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
3732,Your creatures have a 50% chance to avoid {CONDNAME_DEBUFF_SILENCE} and {CONDNAME_DEBUFF_SCORN}. This trait does not stack.,"Deine Kreaturen haben eine 50% Chance, {CONDNAME_DEBUFF_SILENCE} und {CONDNAME_DEBUFF_SCORN} zu vermeiden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
3734,"After your creatures manually {ACTION_cast} a spell, they {ACTION_defend}. This trait does not stack.","Nachdem deine Kreaturen manuell {ACTION_cast} einen Zauber wirken, {ACTION_defend} sie. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
3736,"After your creatures take damage that exceeds 25% of their Maximum {STAT_health}, they gain a {CONDNAME_BUFF_BARRIER} that absorbs damage equal to 100% of the damage taken. This trait does not stack.","Nachdem deine Kreaturen Schaden erleiden, der 25% ihrer maximalen {STAT_health} übersteigt, erhalten sie eine {CONDNAME_BUFF_BARRIER}, die Schaden in Höhe von 100% des erlittenen Schadens absorbiert. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
3748,"After your {RACE_Clockwork} creatures' innate traits activate, your other creatures gain 20% of these stats as well. This trait does not stack.","Nachdem die angeborenen Eigenschaften deiner {RACE_Clockwork}-Kreaturen aktiviert werden, erhalten deine anderen Kreaturen ebenfalls 20% dieser Werte. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal; TERM:Traits->Merkmale,,
3770,Your {RACE_Luckmantria} creatures share their innate traits with each other.,Deine {RACE_Luckmantria}-Kreaturen teilen ihre angeborenen Eigenschaften miteinander.,TERM:Traits->Merkmale,,
3772,"After a creature is killed, your creatures gain a random buff. This trait does not stack.","Nachdem eine Kreatur getötet wurde, erhalten deine Kreaturen einen zufälligen Buff. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
3774,"After your {RACE_Uralos} creatures manually {ACTION_cast} a spell, your {RACE_Uralos} creatures gain 35% {STAT_intelligence}. This trait does not stack.","Nachdem deine {RACE_Uralos}-Kreaturen manuell einen Zauber {ACTION_cast}, erhalten deine {RACE_Uralos}-Kreaturen 35% {STAT_intelligence}. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
3776,"After your {RACE_Uralos} creatures take damage from an attack or spell, your {RACE_Uralos} creatures gain 5% {STAT_defense}. This trait does not stack.","Nachdem deine {RACE_Uralos}-Kreaturen Schaden durch einen Angriff oder Zauber erleiden, erhalten deine {RACE_Uralos}-Kreaturen 5% {STAT_defense}. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
3778,"After your creatures {ACTION_defend} or {ACTION_provoke}, your {RACE_Uralos} creatures gain 20% {STAT_speed}. This trait does not stack.","Nachdem deine Kreaturen {ACTION_defend} oder {ACTION_provoke}, erhalten deine {RACE_Uralos} Kreaturen 20% {STAT_speed}. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
3780,"After your {RACE_Uralos} creatures {ACTION_attack}, your {RACE_Uralos} creatures gain 10% {STAT_attack}. This trait does not stack.","Nachdem deine {RACE_Uralos} Kreaturen {ACTION_attack}, erhalten deine {RACE_Uralos} Kreaturen 10% {STAT_attack}. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
