line,english,german,issues,reviewed,replacement
4156,"At the start of this creature's turn, it kills the creature with the highest {STAT_speed} in normal battles. In boss battles, this creature instead {ACTION_attacks} it. This trait can only activate once per battle.","Zu Beginn des Zuges dieser Kreatur tötet sie die Kreatur mit dem höchsten {STAT_speed}. Falls die Kreatur nicht sofort getötet werden kann, {ACTION_attacks} diese Kreatur sie stattdessen. Dieser Angriff kann nicht ausgewichen werden und verursacht immer kritischen Schaden.",TERM:Trait->Merkmal,,
4160,"At the start of battle, your {RACE_Robodomi} creatures share their innate traits with adjacent {RACE_Robodomi} creatures.",Zu Beginn des Kampfes teilen deine {RACE_Robodomi}-Kreaturen ihre angeborenen Eigenschaften mit benachbarten {RACE_Robodomi}-Kreaturen.,TERM:Traits->Merkmale,,
4164,This creature always has {CONDNAME_DEBUFF_STONE}. Your creatures with {CONDNAME_DEBUFF_STONE} have 50% more {STAT_defense}. Enemies cannot be resistant to {CONDNAME_DEBUFF_STONE}. This trait does not stack.,Diese Kreatur hat immer {CONDNAME_DEBUFF_STONE}. Deine Kreaturen mit {CONDNAME_DEBUFF_STONE} haben 50% mehr {STAT_defense}. Feinde können nicht resistent gegen {CONDNAME_DEBUFF_STONE} sein. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
4166,"This creature always has {CONDNAME_DEBUFF_SILENCE}. Your creatures' [icons,1976]Lightning Storm acts as if they have 50% more {STAT_intelligence} for each creature on your team afflicted with {CONDNAME_DEBUFF_SILENCE}. This trait does not stack.","Dieses Wesen hat immer {CONDNAME_DEBUFF_SILENCE}. Der [icons,1976]Gewittersturm deiner Wesen wirkt, als hätten sie 50% mehr {STAT_intelligence} für jedes Wesen in deinem Team, das von {CONDNAME_DEBUFF_SILENCE} betroffen ist. Diese Eigenschaft ist nicht stapelbar.",TERM:Creature->Kreatur; TERM:Creatures->Kreaturen; TERM:Trait->Merkmal,,
4168,"This creature always has {CONDNAME_DEBUFF_SCORN}. After your creatures with {CONDNAME_DEBUFF_SCORN} {ACTION_attack}, they deal damage to each enemy equal to 50% of the damage dealt. This trait does not stack.","Diese Kreatur hat immer {CONDNAME_DEBUFF_SCORN}. Nachdem deine Kreaturen mit {CONDNAME_DEBUFF_SCORN} {ACTION_attack}, fügen sie jedem Feind Schaden in Höhe von 50% des verursachten Schadens zu. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
4170,This creature always has {CONDNAME_DEBUFF_FROZEN}. Your creatures with {CONDNAME_DEBUFF_FROZEN} can still act and can {ACTION_cast} spells that interact with {CONDNAME_DEBUFF_FROZEN} without consuming {STAT_charges}. This trait does not stack.,"Diese Kreatur hat immer {CONDNAME_DEBUFF_FROZEN}. Deine Kreaturen mit {CONDNAME_DEBUFF_FROZEN} können weiterhin handeln und können Zauber {ACTION_cast}, die mit {CONDNAME_DEBUFF_FROZEN} interagieren, ohne {STAT_charges} zu verbrauchen. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
4172,This creature always has {CONDNAME_DEBUFF_SNARED}. Your creatures with {CONDNAME_DEBUFF_SNARED} intercept attacks and single-target spells on allies and take damage based on their {STAT_attack} instead of {STAT_defense}. This trait does not stack.,Diese Kreatur hat immer {CONDNAME_DEBUFF_SNARED}. Deine Kreaturen mit {CONDNAME_DEBUFF_SNARED} fangen Angriffe und Einzelziel-Zauber auf Verbündete ab und erleiden Schaden basierend auf ihrem {STAT_attack} anstelle von {STAT_defense}. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
4174,"This creature always has {CONDNAME_DEBUFF_BLIND}. When your creatures with {CONDNAME_DEBUFF_BLIND} {ACTION_cast} a spell that targets more than one creature, it instead targets all creatures and has 100% more potency. This trait does not stack.","Diese Kreatur hat immer {CONDNAME_DEBUFF_BLIND}. Wenn deine Kreaturen mit {CONDNAME_DEBUFF_BLIND} einen Zauber {ACTION_cast}, der mehr als eine Kreatur als Ziel hat, zielt dieser stattdessen auf alle Kreaturen und hat 100% mehr Wirksamkeit. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
4176,This creature always has {CONDNAME_DEBUFF_VULNERABLE}. Your creatures with {CONDNAME_DEBUFF_VULNERABLE} gain 50% more stats from all sources. This trait does not stack.,Dieses Wesen hat immer {CONDNAME_DEBUFF_VULNERABLE}. Deine Wesen mit {CONDNAME_DEBUFF_VULNERABLE} erhalten 50% mehr Statuswerte aus allen Quellen. Diese Eigenschaft ist nicht stapelbar.,TERM:Creature->Kreatur; TERM:Creatures->Kreaturen; TERM:Trait->Merkmal,,
4178,"This creature always has {CONDNAME_DEBUFF_MANIA} and {CONDNAME_BUFF_MEND}. After your creatures take damage from {CONDNAME_DEBUFF_MANIA}, a random enemy takes that damage as well. After your creatures are healed by {CONDNAME_BUFF_MEND}, a random enemy is healed for that amount as well. This trait does not stack.","Diese Kreatur hat immer {CONDNAME_DEBUFF_MANIA} und {CONDNAME_BUFF_MEND}. Nachdem deine Kreaturen Schaden durch {CONDNAME_DEBUFF_MANIA} erleiden, erleidet auch ein zufälliger Gegner diesen Schaden. Nachdem deine Kreaturen durch {CONDNAME_BUFF_MEND} geheilt werden, wird auch ein zufälliger Gegner um diesen Betrag geheilt. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
