line,english,german,issues,reviewed,replacement
1711,Your creatures have an independent 20% chance to deal critical damage and dodge attacks. This trait does not stack.,"Deine Kreaturen haben eine unabhängige 20% Chance, kritischen Schaden zu verursachen und Angriffen auszuweichen. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1713,Your other creatures take 60% less damage while this creature is alive. Your other creatures take 40% more damage while this creature is dead. This trait does not stack.,"Deine anderen Kreaturen erleiden 60% weniger Schaden, solange diese Kreatur am Leben ist. Deine anderen Kreaturen erleiden 40% mehr Schaden, solange diese Kreatur tot ist. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1719,"At the start of each enemy's turn, this creature Seals one of their Spell Gems.",Zu Beginn jedes Zuges eines Gegners versiegelt diese Kreatur einen ihrer Zauberedelsteine.,TERM:Spell Gems->Zaubersteine,,
1725,"At the start of this creature's turn, your creatures gain a random Spell Gem that belongs to their class.","Zu Beginn des Zuges dieser Kreatur erhalten deine Kreaturen einen zufälligen Zauberedelstein, der zu ihrer Klasse gehört.",TERM:Spell Gem->Zauberstein,,
1727,"After your creatures are {ACTION_attacked}, 35% of their {STAT_intelligence} is added to their {STAT_defense} when determining the damage taken. This trait does not stack.","Nachdem deine Kreaturen {ACTION_attacked} wurden, werden 35% ihrer {STAT_intelligence} zu ihrer {STAT_defense} hinzugefügt, wenn der erlittene Schaden berechnet wird. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1731,"At the start of battle, this creature Seals your creatures' first 2 Spell Gems and gains copies of them.",Zu Beginn des Kampfes versiegelt diese Kreatur die ersten 2 Zauber-Edelsteine deiner Kreaturen und erhält Kopien davon.,TERM:Spell Gems->Zaubersteine,,
1735,"At the start of battle, your creatures each have a 50% chance to {ACTION_cast} one of their spells at random. This trait does not stack.","Zu Beginn des Kampfes haben deine Kreaturen jeweils eine 50% Chance, einen ihrer Zauber zufällig zu {ACTION_cast}. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1737,"At the start of battle, this creature's race becomes {RACE_Godspawn}. Your creatures deal 25% more damage for each {RACE_Godspawn} creature fighting on your side. This trait does not stack.","Zu Beginn des Kampfes wird die Rasse dieser Kreatur zu {RACE_Godspawn}. Deine Kreaturen verursachen 25% mehr Schaden für jede {RACE_Godspawn} Kreatur, die auf deiner Seite kämpft. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1743,Your {RACE_Shapeshifter}s start battles with 1 additional trait. This trait does not stack.,Deine {RACE_Shapeshifter} beginnen Kämpfe mit 1 zusätzlichen Eigenschaft. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
1745,"When your creatures' Artifact's Spell Slots activate, these spells are {ACTION_cast} 1 additional time. This trait does not stack.","Wenn die Zauberplätze des Artefakts deiner Kreaturen aktiviert werden, werden diese Zauber 1 zusätzliches Mal {ACTION_cast}. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1747,"After one of your creatures are killed, another one of your creatures has a 50% chance to be resurrected with 50% {STAT_health}. This trait does not stack.","Nachdem eines deiner Kreaturen getötet wurde, hat eine andere deiner Kreaturen eine 50% Chance, mit 50% {STAT_health} wiederbelebt zu werden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
