line,english,german,issues,reviewed,replacement
1295,"After your creatures are resurrected, they {ACTION_cast} one of their spells at random. This trait does not stack.","Nachdem deine Kreaturen wiederbelebt wurden, {ACTION_cast} sie zufällig einen ihrer Zauber. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1297,"After your creatures take damage that exceeds 15% of their Maximum {STAT_health}, they {ACTION_cast} one of their spells at random. This trait can only activate once per turn for each creature. This trait does not stack.","Nachdem deine Kreaturen Schaden erleiden, der 15% ihrer maximalen {STAT_health} übersteigt, {ACTION_cast} sie zufällig einen ihrer Zauber. Diese Eigenschaft kann nur einmal pro Zug für jede Kreatur aktiviert werden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1299,"When your creatures {ACTION_cast} a spell, they have a 50% chance to {ACTION_cast} it 1 additional time. This trait does not stack.","Wenn deine Kreaturen einen Zauber {ACTION_cast}, haben sie eine 50% Chance, ihn 1 zusätzliches Mal zu {ACTION_cast}. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1301,"After your creatures {ACTION_defend} or {ACTION_provoke}, they {ACTION_cast} one of their spells at random. This trait does not stack.","Nachdem deine Kreaturen {ACTION_defend} oder {ACTION_provoke}, {ACTION_cast} sie einen ihrer Zauber zufällig. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1303,"When your creatures {ACTION_cast} a spell due to a {RACE_Salamander} trait, they {ACTION_cast} another one of their spells at random. This trait does not stack.","Wenn deine Kreaturen aufgrund einer {RACE_Salamander}-Eigenschaft einen Zauber {ACTION_cast}, {ACTION_cast} sie zufällig einen weiteren ihrer Zauber. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1307,"When your creatures attack an enemy multiple times in a row on the same turn, the damage of all their attacks is increased by 25% for each attack. This trait does not stack.","Wenn deine Kreaturen einen Feind mehrmals hintereinander im selben Zug angreifen, erhöht sich der Schaden all ihrer Angriffe um 25% für jeden Angriff. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1317,Your creatures take 10% less damage for each debuff they have. This trait does not stack.,"Deine Kreaturen erleiden 10% weniger Schaden für jeden Debuff, den sie haben. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1323,"After an enemy takes damage from {CONDNAME_DEBUFF_POISON}, {CONDNAME_DEBUFF_BURNED}, or {CONDNAME_DEBUFF_BLIGHT}, your creatures recover {STAT_health} equal to 35% of the damage dealt. This trait does not stack.","Nachdem ein Feind Schaden durch {CONDNAME_DEBUFF_POISON}, {CONDNAME_DEBUFF_BURNED} oder {CONDNAME_DEBUFF_BLIGHT} erleidet, regenerieren deine Kreaturen {STAT_health} in Höhe von 35% des verursachten Schadens. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1325,"After an enemy's debuff wears off, it is afflicted with a random debuff. This trait does not stack.","Nachdem ein Debuff eines Gegners abläuft, wird er mit einem zufälligen Debuff belegt. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1327,This creature {ACTION_casts} spells 1 additional time for each minion it has.,"Dieses Wesen {ACTION_casts} Zauber 1 zusätzliches Mal für jeden Diener, den es hat.",TERM:Creature->Kreatur,,
1335,"After this god is killed, it resurrects with 100% {STAT_health}. In addition, this god deals 25% more damage and takes 10% less damage for each time it has resurrected. This trait activates a maximum of 5 times per battle.","Nachdem dieser Gott getötet wurde, wird er mit 100% {STAT_health} wiederbelebt. Zusätzlich verursacht dieser Gott 25% mehr Schaden und erleidet 10% weniger Schaden für jedes Mal, das er wiederbelebt wurde. Diese Eigenschaft aktiviert sich maximal 5 Mal pro Kampf.",TERM:Trait->Merkmal,,
1361,This creature cannot die unless Galena has only 1 {STAT_health}.,"Dieses Wesen kann nicht sterben, es sei denn, Galena hat nur 1 {STAT_health}.",TERM:Creature->Kreatur,,
1363,This creature can extract 2 Cores at a time.,Dieses Wesen kann 2 Kerne auf einmal extrahieren.,TERM:Creature->Kreatur,,
1365,Your creatures have a 100% greater chance to extract Cores from enemies. This trait does not stack.,"Deine Kreaturen haben eine 100% höhere Chance, Kerne aus Feinden zu extrahieren. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1367,"At the start of battle, your creatures' traits are ignored.",Zu Beginn des Kampfes werden die Eigenschaften deiner Kreaturen ignoriert.,TERM:Traits->Merkmale,,
1373,Your creatures deal 35% more damage to enemies in non-boss battles. This trait does not stack. (REMOVED),Deine Kreaturen verursachen 35% mehr Schaden an Gegnern in Kämpfen ohne Bosse. Diese Eigenschaft ist nicht stapelbar. (ENTFERNT),TERM:Trait->Merkmal,,
1375,"Your creatures with {CONDNAME_BUFF_ARCANE} take 1% less damage for every {STAT_charge} their Spell Gems are missing, up to a maximum of 50% damage reduction. This trait does not stack.","Deine Kreaturen mit {CONDNAME_BUFF_ARCANE} erleiden 1% weniger Schaden für jeden fehlenden {STAT_charge} ihrer Zauberedelsteine, bis zu einem Maximum von 50% Schadensreduzierung. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal; TERM:Spell Gems->Zaubersteine,,
1377,Your creatures with {CONDNAME_BUFF_BARRIER} deal additional damage equal to 40% of the {CONDNAME_BUFF_BARRIER}'s strength. This trait does not stack.,Deine Kreaturen mit {CONDNAME_BUFF_BARRIER} verursachen zusätzlichen Schaden in Höhe von 40% der Stärke des {CONDNAME_BUFF_BARRIER}. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
1379,Your {CONDNAME_BUFF_BERSERK} creatures attack 1 additional time. This trait does not stack.,Deine {CONDNAME_BUFF_BERSERK} Kreaturen greifen 1 zusätzliches Mal an. Diese Eigenschaft ist nicht stapelbar.,TERM:Attack->Angriff; TERM:Trait->Merkmal,,
1383,Your creatures with {CONDNAME_BUFF_AGILE} have a 35% chance to be sent to the top of the {TIMELINE} when they dodge an attack. This trait does not stack.,"Deine Kreaturen mit {CONDNAME_BUFF_AGILE} haben eine 35% Chance, an die Spitze der {TIMELINE} geschickt zu werden, wenn sie einem Angriff ausweichen. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1387,"After your creatures with {CONDNAME_BUFF_LEECH} {ACTION_attack}, they steal 15% of the target's {STAT_intelligence}. This trait does not stack","Nachdem deine Kreaturen mit {CONDNAME_BUFF_LEECH} {ACTION_attack}, stehlen sie 15% der {STAT_intelligence} des Ziels. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1389,The potency of your creatures' {CONDNAME_BUFF_MEND} buffs increases by 50% each turn they have been active. This trait does not stack.,"Die Wirksamkeit der {CONDNAME_BUFF_MEND}-Buffs deiner Kreaturen erhöht sich um 50% pro Runde, in der sie aktiv waren. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1391,Your creatures with Multi[battle_cast] Cast deal damage with spells as if they have 40% more {STAT_intelligence}. This trait does not stack.,"Deine Kreaturen mit Multi[battle_cast]-Zauber verursachen Schaden mit Zaubern, als hätten sie 40% mehr {STAT_intelligence}. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1393,Your creatures with Multistrike deal damage with [battle_attack] Attacks as if they have 40% more {STAT_attack}. This trait does not stack.,"Deine Kreaturen mit Mehrfachschlag verursachen Schaden mit [battle_attack] Angriffen, als hätten sie 40% mehr {STAT_attack}. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1397,Your creatures with {CONDNAME_BUFF_SHELL} have a 25% chance to avoid incoming damage. This trait does not stack.,"Deine Kreaturen mit {CONDNAME_BUFF_SHELL} haben eine 25% Chance, eingehenden Schaden zu vermeiden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1401,Your creatures with {CONDNAME_BUFF_TAUNT} deal 30% more damage and take 30% less damage. This trait does not stack.,Deine Kreaturen mit {CONDNAME_BUFF_TAUNT} verursachen 30% mehr Schaden und erleiden 30% weniger Schaden. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
1403,"After your creatures' {CONDNAME_BUFF_WARD} buff wears off, they {ACTION_cast} all their permanent spells. This trait does not stack.","Nachdem der {CONDNAME_BUFF_WARD}-Buff deiner Kreaturen abläuft, {ACTION_cast} sie alle ihre permanenten Zauber. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1405,Enemies with {CONDNAME_DEBUFF_BLEED} have a 10% chance to be killed when they take damage from this debuff. This trait does not stack.,"Feinde mit {CONDNAME_DEBUFF_BLEED} haben eine 10% Chance, getötet zu werden, wenn sie Schaden durch diesen Debuff erleiden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
1409,Enemies with {CONDNAME_DEBUFF_BLIND} have a 20% chance to lose their turn. This trait does not stack.,"Gegner mit {CONDNAME_DEBUFF_BLIND} haben eine 20% Chance, ihren Zug zu verlieren. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
