line,english,german,issues,reviewed,replacement
3102,"After an enemy gains a buff, one of your creatures is resurrected with 100% {STAT_health} and gains {CONDNAME_BUFF_SHELL}. This trait does not stack.","Nachdem ein Gegner einen Buff erhält, wird eine deiner Kreaturen mit 100% {STAT_health} wiederbelebt und erhält {CONDNAME_BUFF_SHELL}. Diese Eigenschaft ist nicht stapelbar.",TERM:Buff->Stärkung,,
3104,"After your creatures gain a buff, they {ACTION_cast} a random spell. This trait can only activate once per turn. This trait does not stack.","Nachdem deine Kreaturen einen Buff erhalten, {ACTION_cast} sie einen zufälligen Zauber. Diese Eigenschaft kann nur einmal pro Zug aktiviert werden. Diese Eigenschaft ist nicht stapelbar.",TERM:Buff->Stärkung,,
3106,This creature takes 4% less damage and deals 20% more damage for each trait it has gained in the current battle.,"Dieses Wesen erleidet 4% weniger Schaden und verursacht 20% mehr Schaden für jede Eigenschaft, die es in der aktuellen Schlacht erlangt hat.",TERM:Creature->Kreatur,,
3152,The body grants each head a random buff and removes a random debuff.,Der Körper gewährt jedem Kopf einen zufälligen Buff und entfernt einen zufälligen Debuff.,TERM:Buff->Stärkung; TERM:Debuff->Schwächung,,
3226,"The head ensures that enemies always have {CONDNAME_DEBUFF_BURNED}, and it increases the potency of this debuff. In addition, enemies cannot circumvent damage from {CONDNAME_DEBUFF_BURNED}.","Der Kopf stellt sicher, dass Feinde immer {CONDNAME_DEBUFF_BURNED} haben, und erhöht die Wirksamkeit dieses Debuffs. Außerdem können Feinde den Schaden von {CONDNAME_DEBUFF_BURNED} nicht umgehen.",TERM:Debuff->Schwächung,,
3248,This creature has 50% more stats (other than {STAT_health}) for each trait it has gained during battle.,"Dieses Wesen hat 50% mehr Werte (außer {STAT_health}) für jeden Zug, den es während des Kampfes erhalten hat.",TERM:Creature->Kreatur; TERM:Trait->Eigenschaft,,
3264,Your creatures are immune to {CONDNAME_DEBUFF_BURNED} and enemies take 50% more damage from this debuff. This trait does not stack.,Deine Kreaturen sind immun gegen {CONDNAME_DEBUFF_BURNED} und Feinde erleiden 50% mehr Schaden durch diesen Debuff. Diese Eigenschaft ist nicht stapelbar.,TERM:Debuff->Schwächung,,
3272,This creature deals 15% more damage for each time it has taken damage in the current battle.,"Dieses Wesen verursacht 15% mehr Schaden für jedes Mal, das es im aktuellen Kampf Schaden erlitten hat.",TERM:Creature->Kreatur,,
3274,"After this creature {ACTION_attacks} an enemy with {CONDNAME_DEBUFF_POISON}, it gains {STAT_attack} equal to 50% of the potency of this debuff.","Nachdem diese Kreatur einen Feind mit {CONDNAME_DEBUFF_POISON} {ACTION_attacks}, erhält sie {STAT_attack} in Höhe von 50% der Wirksamkeit dieses Debuffs.",TERM:Debuff->Schwächung,,
3294,"After an enemy afflicts a debuff, it is afflicted with {CONDNAME_DEBUFF_FROZEN} and {CONDNAME_DEBUFF_POISON}.","Nachdem ein Feind einen Debuff zufügt, wird er mit {CONDNAME_DEBUFF_FROZEN} und {CONDNAME_DEBUFF_POISON} belegt.",TERM:Debuff->Schwächung,,
3296,This creature has 20% more stats (other than {STAT_health}) for each minion it has.,"Dieses Wesen hat 20% mehr Werte (außer {STAT_health}) für jeden Diener, den es besitzt.",TERM:Creature->Kreatur,,
3304,This creature takes 90% less damage until the start of its first turn.,Dieses Wesen erleidet 90% weniger Schaden bis zum Beginn seines ersten Zuges.,TERM:Creature->Kreatur,,
3306,This creature has 50% less {STAT_defense} and 100% more {STAT_speed}.,Dieses Wesen hat 50% weniger {STAT_defense} und 100% mehr {STAT_speed}.,TERM:Creature->Kreatur,,
3310,This creature has 15% more stats (other than {STAT_health}) for each other creature with this trait fighting on your side.,"Dieses Wesen hat 15% mehr Werte (außer {STAT_health}) für jedes andere Wesen mit dieser Eigenschaft, das an deiner Seite kämpft.",TERM:Creature->Kreatur,,
3322,This creature gives and receives 150% more healing.,Dieses Wesen gibt und erhält 150% mehr Heilung.,TERM:Creature->Kreatur,,
3336,"When a creature would gain a buff, it is afflicted with a random debuff instead.","Wenn eine Kreatur einen Buff erhalten würde, wird sie stattdessen mit einem zufälligen Debuff belegt.",TERM:Buff->Stärkung; TERM:Debuff->Schwächung,,
3338,"After this creature gains a stat, it gains 200% of this amount of another stat (other than {STAT_health}). The stats gained from this trait do not activate effects that occur when stats are gained.","Nachdem diese Kreatur einen Statuswert erhält, erhält sie 200% dieses Betrags eines anderen Statuswerts (außer {STAT_health}). Die durch diesen Effekt erhaltenen Statuswerte aktivieren keine Effekte, die beim Erhalten von Statuswerten ausgelöst werden.",TERM:Trait->Eigenschaft,,
3350,This creature has 50% more {STAT_intelligence} for each different class of Spell Gem it has equipped.,"Dieses Wesen hat 50% mehr {STAT_intelligence} für jede unterschiedliche Klasse von Zauberstein, die es ausgerüstet hat.",TERM:Creature->Kreatur,,
3358,"When one of your creatures would be afflicted with a debuff, they have a 25% chance to afflict a random enemy with that debuff instead. This trait does not stack.","Wenn eines deiner Kreaturen mit einem Debuff belegt werden würde, besteht eine 25% Chance, stattdessen einen zufälligen Gegner mit diesem Debuff zu belegen. Diese Eigenschaft ist nicht stapelbar.",TERM:Debuff->Schwächung,,
