line,english,german,issues,reviewed,replacement
2872,Your {RACE_Minotaur}s {ACTION_attack} 1 additional time for each {RACE_Minotaur} fighting on your side. Your creatures deal 25% less damage. This trait does not stack.,"Deine {RACE_Minotaur}s {ACTION_attack} 1 zusätzliches Mal für jeden {RACE_Minotaur}, der auf deiner Seite kämpft. Deine Kreaturen verursachen 25% weniger Schaden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2874,Your {RACE_Mite}s have a 5% chance to avoid damage for each {RACE_Mite} fighting on your side. This trait does not stack.,"Deine {RACE_Mite}s haben eine 5% Chance, Schaden zu vermeiden, für jede {RACE_Mite}, die auf deiner Seite kämpft. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2876,"After your {RACE_Mummy} creatures take damage while it is their turn, they recover {STAT_health} equal to 100% of the damage taken. This trait does not stack.","Nachdem deine {RACE_Mummy}-Kreaturen Schaden erleiden, während sie am Zug sind, regenerieren sie {STAT_health} in Höhe von 100% des erlittenen Schadens. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2878,"If all the creatures in your party are {RACE_Nix}es, they start battles with {CONDNAME_BUFF_INVISIBLE} and have a 25% chance to avoid damage. This trait does not stack.","Wenn alle Kreaturen in deiner Gruppe {RACE_Nix}e sind, beginnen sie Kämpfe mit {CONDNAME_BUFF_INVISIBLE} und haben eine 25% Chance, Schaden zu vermeiden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2880,"If all the creatures in your party are {RACE_Occultist}s, their spells consume no {STAT_charges} and {ACTION_cast} 1 additional time. This trait does not stack.","Wenn alle Kreaturen in deiner Gruppe {RACE_Occultist}s sind, verbrauchen ihre Zauber keine {STAT_charges} und {ACTION_cast} 1 zusätzliches Mal. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2884,Your {RACE_Paragon}s take 80% less damage from spells. This trait does not stack.,Deine {RACE_Paragon}s erleiden 80% weniger Schaden durch Zauber. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
2888,"At the start of your {RACE_Phoenix}es' turns, their on-resurrect effects have a 50% chance to activate. This trait does not stack.",Zu Beginn der Züge deiner {RACE_Phoenix}e haben ihre Effekte bei Wiederbelebung eine 50% Chance zu aktivieren. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
2892,"If all the creatures in your party are {RACE_Pit Worm}s, their innate traits activate an additional time. This trait does not stack.","Wenn alle Kreaturen in deiner Gruppe {RACE_Pit Worm}s sind, aktivieren sich ihre angeborenen Eigenschaften ein zusätzliches Mal. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal; TERM:Traits->Merkmale,,
2896,"If all the creatures in your party are {RACE_Plague Doctor}s, they gain the Drained trait at the start of battle.","Wenn alle Kreaturen in deiner Gruppe {RACE_Plague Doctor}s sind, erhalten sie zu Beginn des Kampfes die Eigenschaft Ausgelaugt.",TERM:Trait->Merkmal,,
2898,"If all the creatures in your party belong to the {RACE_Priest} race, their innate traits activate an additional time. This trait does not stack.","Wenn alle Kreaturen in deiner Gruppe zur Rasse {RACE_Priest} gehören, aktivieren sich ihre angeborenen Eigenschaften ein zusätzliches Mal. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal; TERM:Traits->Merkmale,,
