line,english,german,issues,reviewed,replacement
2435,"Your creatures can equip all Spell Gems, regardless of their class. After your creatures manually {ACTION_cast} a spell, they also {ACTION_cast} a random spell from their Spell Gem list from each other class.","Deine Kreaturen können alle Zauber-Edelsteine ausrüsten, unabhängig von ihrer Klasse. Nachdem deine Kreaturen manuell einen Zauber {ACTION_cast}, {ACTION_cast} sie auch einen zufälligen Zauber aus ihrer Zauber-Edelstein-Liste von jeder anderen Klasse.",TERM:Spell Gem->Zauberstein; TERM:Spell Gems->Zaubersteine,,
2441,This creature takes 18% less damage for each of its living allies. This trait does not work if another creature has this trait.,"Dieses Wesen erleidet 18% weniger Schaden für jeden seiner lebenden Verbündeten. Diese Eigenschaft funktioniert nicht, wenn ein anderes Wesen diese Eigenschaft besitzt.",TERM:Creature->Kreatur; TERM:Trait->Merkmal,,
2443,Your creatures deal additional damage with attacks and spells equal to 5% of all the damage your creatures have dealt in the current battle. This trait does not stack.,"Deine Kreaturen verursachen zusätzlichen Schaden mit Angriffen und Zaubern in Höhe von 5% des gesamten Schadens, den deine Kreaturen in der aktuellen Schlacht verursacht haben. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2447,"At the start of your other creatures' turns, this creature performs an action depending on that creature's class. {CLASS_Chaos} - Attack a random enemy. {CLASS_Death} - Enemies are afflicted with a random debuff. {CLASS_Life} - Your creatures gain a random buff. {CLASS_Nature} - Your creatures gain 10% stats. {CLASS_Sorcery} - Cast one of their Spell Gems. This trait does not stack.","Zu Beginn der Züge deiner anderen Kreaturen führt diese Kreatur eine Aktion aus, abhängig von der Klasse dieser Kreatur. {CLASS_Chaos} - Greift einen zufälligen Feind an. {CLASS_Death} - Feinde werden mit einem zufälligen Debuff belegt. {CLASS_Life} - Deine Kreaturen erhalten einen zufälligen Buff. {CLASS_Nature} - Deine Kreaturen erhalten 10% mehr Statuswerte. {CLASS_Sorcery} - Wirkt einen ihrer Zauberedelsteine. Diese Eigenschaft ist nicht stapelbar.",TERM:Attack->Angriff; TERM:Trait->Merkmal; TERM:Spell Gems->Zaubersteine,,
2462,"After an enemy takes damage from {CONDNAME_DEBUFF_BLEED}, all other enemies take 50% of that damage. This trait does not stack.","Nachdem ein Feind Schaden durch {CONDNAME_DEBUFF_BLEED} erleidet, erleiden alle anderen Feinde 50% dieses Schadens. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2464,"When an enemy takes damage from {CONDNAME_DEBUFF_BLEED}, it has a 50% chance to take this damage again. This effect can repeat multiple times in a row. This trait does not stack.","Wenn ein Feind Schaden durch {CONDNAME_DEBUFF_BLEED} erleidet, besteht eine 50% Chance, dass er diesen Schaden erneut erleidet. Dieser Effekt kann mehrmals hintereinander auftreten. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2466,Enemies with {CONDNAME_DEBUFF_BLEED} take this damage an additional time at the end of their turn. This damage is not modified by traits and other effects that affect {CONDNAME_DEBUFF_BLEED}. This trait does not stack.,"Feinde mit {CONDNAME_DEBUFF_BLEED} erleiden diesen Schaden am Ende ihres Zuges ein weiteres Mal. Dieser Schaden wird nicht durch Eigenschaften und andere Effekte modifiziert, die {CONDNAME_DEBUFF_BLEED} beeinflussen. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal; TERM:Traits->Merkmale,,
2474,"After an enemy {ACTION_attacks}, it loses 20% {STAT_attack} and is afflicted with {CONDNAME_DEBUFF_SCORN}. This trait does not stack.",Nach einem {ACTION_attacks} eines Gegners verliert dieser 20% {STAT_attack} und wird mit {CONDNAME_DEBUFF_SCORN} belegt. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
2476,"After an enemy {ACTION_casts} a spell, it loses 20% {STAT_intelligence} and is afflicted with {CONDNAME_DEBUFF_SILENCE}. This trait does not stack.","Nachdem ein Feind einen Zauber {ACTION_casts}, verliert er 20% {STAT_intelligence} und wird mit {CONDNAME_DEBUFF_SILENCE} belegt. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2478,"After an enemy {ACTION_defends} or {ACTION_provokes}, it is afflicted with 3 random debuffs. This trait does not stack.","Nachdem ein Feind {ACTION_defends} oder {ACTION_provokes}, wird er mit 3 zufälligen Debuffs belegt. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2480,This creature has additional stats equal to 10% of your other creatures' stats. This trait does not work with creatures that also have this trait.,"Diese Kreatur hat zusätzliche Werte in Höhe von 10% der Werte deiner anderen Kreaturen. Diese Eigenschaft funktioniert nicht mit Kreaturen, die ebenfalls diese Eigenschaft besitzen.",TERM:Trait->Merkmal,,
2484,This creature cannot lose stats.,Dieses Wesen kann keine Statuswerte verlieren.,TERM:Creature->Kreatur,,
2492,"This creature always dodges attacks. At the start of this creature's turn, it {ACTION_provokes} and then its turn ends.",Dieses Wesen weicht Angriffen stets aus. Zu Beginn des Zuges dieses Wesens {ACTION_provokes} es und dann endet sein Zug.,TERM:Creature->Kreatur,,
2494,"This creature always deals critical damage. At the start of this creature's turn, it {ACTION_defends} and then its turn ends.",Dieses Wesen verursacht immer kritischen Schaden. Zu Beginn des Zuges dieses Wesens {ACTION_defends} es und dann endet sein Zug.,TERM:Creature->Kreatur,,
2498,"After this creature {ACTION_attacks}, the enemy {ACTION_attacks} itself as well. The amount of damage is based on this creature's {STAT_attack}. This trait does not stack.","Nachdem diese Kreatur {ACTION_attacks}, greift der Feind {ACTION_attacks} sich selbst ebenfalls an. Die Höhe des Schadens basiert auf dem {STAT_attack} dieser Kreatur. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2500,"After this creature manually {ACTION_casts} a spell, it also {ACTION_casts} 3 random enemies' spells as well. This trait does not stack.","Nachdem diese Kreatur manuell einen Zauber {ACTION_casts}, {ACTION_casts} sie auch 3 zufällige Zauber von Feinden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2512,"While your creatures have {CONDNAME_BUFF_BARRIER}, they take 40% less damage. This trait does not stack.","Solange deine Kreaturen {CONDNAME_BUFF_BARRIER} haben, erleiden sie 40% weniger Schaden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2518,"After this creature is killed or resurrected, it {ACTION_casts} its first Spell Gem 3 times.","Nachdem diese Kreatur getötet oder wiederbelebt wurde, {ACTION_casts} sie ihren ersten Zauberedelstein 3 Mal.",TERM:Spell Gem->Zauberstein,,
2522,Your creatures have a 15% chance to take an additional turn. This trait does not stack.,"Deine Kreaturen haben eine 15% Chance, einen zusätzlichen Zug zu erhalten. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2526,Your creatures {ACTION_cast} 0.5 additional times for each {RACE_Imp} creature fighting on your side. This trait does not stack.,"Deine Kreaturen {ACTION_cast} 0,5 zusätzliche Male für jede {RACE_Imp} Kreatur, die auf deiner Seite kämpft. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2528,"At the end of each enemy's turn, this creature has a 20% chance to force them to {ACTION_attack} one of their allies. This trait does not stack.","Am Ende jedes Zuges eines Feindes hat diese Kreatur eine 20% Chance, ihn zu zwingen, einen seiner Verbündeten zu {ACTION_attack}. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2530,"At the end of each enemy's turn, this creature has a 20% chance to force them to {ACTION_cast} a random, damaging spell in this creature's favor. This trait does not stack.","Am Ende jedes Zuges eines Gegners hat diese Kreatur eine 20% Chance, ihn zu zwingen, einen zufälligen, schädigenden Zauber zugunsten dieser Kreatur zu {ACTION_cast}. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2534,This creature deals 15% more damage for each time it has taken damage in the current battle.,"Dieses Wesen verursacht 15% mehr Schaden für jedes Mal, das es im aktuellen Kampf Schaden erlitten hat.",TERM:Creature->Kreatur,,
2536,This creature takes 20% less damage for each time it has taken damage in the current battle.,"Dieses Wesen erleidet 20% weniger Schaden für jedes Mal, das es im aktuellen Kampf Schaden erlitten hat.",TERM:Creature->Kreatur,,
2540,"At the start of each {CONDNAME_DEBUFF_CURSED} enemy's turn, they have a 30% chance to {ACTION_attack} one of their allies. This trait does not stack.","Zu Beginn des Zuges jedes {CONDNAME_DEBUFF_CURSED} Gegners besteht eine 30% Chance, dass er einen seiner Verbündeten {ACTION_attack}. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2542,{CONDNAME_DEBUFF_CURSED} enemies take damage at the start of their turns equal to 25% of this creature's {STAT_attack}. This trait does not stack.,{CONDNAME_DEBUFF_CURSED} Feinde erleiden zu Beginn ihrer Runde Schaden in Höhe von 25% des {STAT_attack} dieser Kreatur. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
2544,{CONDNAME_DEBUFF_CURSED} enemies take damage at the start of their turns equal to 25% of this creature's {STAT_intelligence}. This trait does not stack.,{CONDNAME_DEBUFF_CURSED} Feinde erleiden zu Beginn ihrer Runde Schaden in Höhe von 25% der {STAT_intelligence} dieser Kreatur. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
2548,"At the start of battle, your {RACE_Mimic} creatures gain a random buff for each {RACE_Mimic} fighting on your side. This trait does not stack.","Zu Beginn des Kampfes erhalten deine {RACE_Mimic}-Kreaturen einen zufälligen Buff für jedes {RACE_Mimic}, das auf deiner Seite kämpft. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2550,"At the start of battle, this creature transforms into a copy of the second creature in your party, gains the innate trait of the third creature in your party, and gains the fused trait of the fourth creature in your party. This creature always starts battles at the bottom of the {TIMELINE}.","Zu Beginn des Kampfes verwandelt sich diese Kreatur in eine Kopie der zweiten Kreatur in deiner Gruppe, erhält die angeborene Eigenschaft der dritten Kreatur in deiner Gruppe und erhält die fusionierte Eigenschaft der vierten Kreatur in deiner Gruppe. Diese Kreatur beginnt Kämpfe immer am unteren Ende der {TIMELINE}.",TERM:Trait->Merkmal,,
2554,"The potency of the enemies' {CONDNAME_DEBUFF_BOMB} debuffs is shared with each other, but enemies take 50% less damage from this debuff. This trait does not stack.","Die Wirksamkeit der {CONDNAME_DEBUFF_BOMB}-Schwächungen der Gegner wird untereinander geteilt, aber Gegner erleiden 50% weniger Schaden durch diese Schwächung. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2588,"Your creatures are immune to damage that doesn't come from attacks or spells. After your creatures are damaged, the enemy takes damage equal to 30% of the damage dealt. Your creatures always {ACTION_defend}. This trait persists even after this creature is dead.","Deine Kreaturen sind immun gegen Schaden, der nicht von Angriffen oder Zaubern stammt. Nachdem deine Kreaturen Schaden erlitten haben, erleidet der Feind Schaden in Höhe von 30% des zugefügten Schadens. Deine Kreaturen {ACTION_defend} immer. Diese Eigenschaft bleibt bestehen, selbst nachdem diese Kreatur tot ist.",TERM:Trait->Merkmal,,
2590,"Your creatures are immune to damage that doesn't come from attacks or spells. After your creatures are damaged, the enemy takes damage equal to 30% of the damage dealt. This trait persists even after this creature is dead.","Deine Kreaturen sind immun gegen Schaden, der nicht von Angriffen oder Zaubern stammt. Nachdem deine Kreaturen Schaden erlitten haben, erleidet der Feind Schaden in Höhe von 30% des zugefügten Schadens. Diese Eigenschaft bleibt bestehen, selbst nachdem diese Kreatur tot ist.",TERM:Trait->Merkmal,,
2592,"Your creatures are immune to damage that doesn't come from attacks or spells. After your creatures are damaged, the enemy takes damage equal to 30% of the damage dealt. Your creatures always deal critical damage. This trait persists even after this creature is dead.","Deine Kreaturen sind immun gegen Schaden, der nicht von Angriffen oder Zaubern stammt. Nachdem deine Kreaturen Schaden erlitten haben, erleidet der Feind Schaden in Höhe von 30% des zugefügten Schadens. Deine Kreaturen verursachen immer kritischen Schaden. Diese Eigenschaft bleibt bestehen, selbst nachdem diese Kreatur tot ist.",TERM:Trait->Merkmal,,
2644,"After this creature is killed, it transforms into one of the enemy creatures and gains a random trait that belongs to that creature's race.","Nachdem diese Kreatur getötet wurde, verwandelt sie sich in eine der feindlichen Kreaturen und erhält eine zufällige Eigenschaft, die zur Rasse dieser Kreatur gehört.",TERM:Trait->Merkmal,,
2646,"After this creature is killed, it transforms into one of the enemy creatures and gains a random trait that belongs to that creature's race.","Nachdem diese Kreatur getötet wurde, verwandelt sie sich in eine der feindlichen Kreaturen und erhält eine zufällige Eigenschaft, die zur Rasse dieser Kreatur gehört.",TERM:Trait->Merkmal,,
2654,This creature takes 5% less damage for each time it took damage in the current battle. Maximum of 95% damage reduction.,"Dieses Wesen erleidet 5% weniger Schaden für jedes Mal, wenn es im aktuellen Kampf Schaden erlitten hat. Maximal 95% Schadensreduzierung.",TERM:Creature->Kreatur,,
2674,This creature has access to all {SPELL_alcohol}s.,Dieses Wesen hat Zugriff auf alle {SPELL_alcohol}s.,TERM:Creature->Kreatur,,
2700,"This creature and its allies always have an army of minions. At the start of this creature's turn, it {ACTION_casts} [icons,1984] Rapture.","Dieses Wesen und seine Verbündeten haben stets eine Armee von Schergen. Zu Beginn des Zuges dieses Wesens {ACTION_casts} es [icons,1984] Verzückung.",TERM:Creature->Kreatur,,
2702,"After this creature takes damage from an enemy's attack or spell, all other creatures with this trait {ACTION_attack} the enemy who afflicted that damage.","Nachdem diese Kreatur Schaden durch den Angriff oder Zauber eines Feindes erleidet, {ACTION_attack} alle anderen Kreaturen mit dieser Eigenschaft den Feind, der diesen Schaden verursacht hat.",TERM:Trait->Merkmal,,
2704,"After this creature takes damage from an enemy's attack or spell, all other creatures with this trait {ACTION_attack} the enemy who afflicted that damage 3 times. These attacks always deal critical damage and cannot be dodged.","Nachdem diese Kreatur Schaden durch den Angriff oder Zauber eines Feindes erleidet, {ACTION_attack} alle anderen Kreaturen mit dieser Eigenschaft den Feind, der diesen Schaden verursacht hat, 3 Mal. Diese Angriffe verursachen immer kritischen Schaden und können nicht ausgewichen werden.",TERM:Trait->Merkmal,,
2710,"This creature is immune to damage from attacks and spells. In addition, this creature is resistant to debuffs.",Dieses Wesen ist immun gegen Schaden durch Angriffe und Zauber. Außerdem ist dieses Wesen resistent gegen Schwächungseffekte.,TERM:Creature->Kreatur,,
2716,Enemies always have {CONDNAME_DEBUFF_SCORN}. This debuff switches back and forth with {CONDNAME_DEBUFF_SILENCE} at the start of this creature's turn. Enemies can only {ACTION_attack} and {ACTION_cast} spells 1 time per turn.,Feinde haben immer {CONDNAME_DEBUFF_SCORN}. Dieser Debuff wechselt zu Beginn der Runde dieses Wesens zwischen {CONDNAME_DEBUFF_SCORN} und {CONDNAME_DEBUFF_SILENCE} hin und her. Feinde können nur 1 Mal pro Runde {ACTION_attack} und Zauber {ACTION_cast}.,TOKEN_MISMATCH; TERM:Creature->Kreatur,,
2730,"This creature can only take damage, lose stats, or be afflicted with debuffs while its allies are all dead. At the end of this creature's turn, it resurrects its allies.","Dieses Wesen kann nur Schaden nehmen, Werte verlieren oder mit Debuffs belegt werden, wenn alle seine Verbündeten tot sind. Am Ende des Zuges dieses Wesens werden seine Verbündeten wiederbelebt.",TERM:Creature->Kreatur,,
2732,"If all the creatures in your party are {RACE_Abomination}s, enemies always have {CONDNAME_DEBUFF_WEAK} and {CONDNAME_DEBUFF_VULNERABLE}, and take 50% more damage. This trait does not stack.","Wenn alle Kreaturen in deiner Gruppe {RACE_Abomination}s sind, haben Feinde immer {CONDNAME_DEBUFF_WEAK} und {CONDNAME_DEBUFF_VULNERABLE} und erleiden 50% mehr Schaden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2734,"At the start of battle, your {RACE_Alemental}s gain 2 random {SPELL_alcohol}s for each {RACE_Alemental} fighting on your side. This trait does not stack.","Zu Beginn des Kampfes erhalten deine {RACE_Alemental}e 2 zufällige {SPELL_alcohol}s für jedes {RACE_Alemental}, das auf deiner Seite kämpft. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
