line,english,german,issues,reviewed,replacement
2101,"After your creatures gain stats, they gain these stats an additional time, but they gain 50% fewer stats. This trait does not stack.","Nachdem deine Kreaturen Statuswerte erhalten, erhalten sie diese Statuswerte ein weiteres Mal, jedoch mit 50% weniger Werten. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2103,"After your creatures are healed, they are healed an additional time, but they receive 50% less healing from all sources. This trait does not stack.","Nachdem deine Kreaturen geheilt wurden, werden sie ein weiteres Mal geheilt, erhalten jedoch 50% weniger Heilung aus allen Quellen. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2105,"After your creatures gain a buff, they gain an additional random buff, but their buffs only last for 1 turn. This trait does not stack.","Nachdem deine Kreaturen einen Buff erhalten, bekommen sie einen zusätzlichen zufälligen Buff, aber ihre Buffs halten nur 1 Zug lang an. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2107,"After your creatures apply a debuff, they apply an additional random debuff, but their debuffs only last for 1 turn. This trait does not stack.","Nachdem deine Kreaturen einen Debuff anwenden, wenden sie einen zusätzlichen zufälligen Debuff an, aber ihre Debuffs halten nur 1 Zug lang an. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
2123,"Your creatures' traits, spells, and other effects that are affected by the number of creatures that belong to a certain race act as if they have 2 more of those creatures fighting on your side. This trait does not stack.","Die Eigenschaften, Zauber und andere Effekte deiner Kreaturen, die von der Anzahl der Kreaturen einer bestimmten Rasse beeinflusst werden, wirken so, als ob 2 weitere dieser Kreaturen an deiner Seite kämpfen würden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal; TERM:Traits->Merkmale,,
2125,"Your creatures' traits, spells, and other effects that are affected by the number of creatures that belong to a certain class act as if they have 2 more of those creatures fighting on your side. This trait does not stack.","Die Eigenschaften, Zauber und andere Effekte deiner Kreaturen, die von der Anzahl der Kreaturen einer bestimmten Klasse beeinflusst werden, wirken so, als ob 2 weitere dieser Kreaturen an deiner Seite kämpfen würden. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal; TERM:Traits->Merkmale,,
2127,"At the start of battle, this creature gains 2 random traits that belong to the same race as the first creature in your party.","Zu Beginn des Kampfes erhält diese Kreatur 2 zufällige Eigenschaften, die zur selben Rasse gehören wie die erste Kreatur in deiner Gruppe.",TERM:Traits->Merkmale,,
2133,"At the start of battle, your {RACE_Cockatrice} creatures gain a random {RACE_Cockatrice} trait. This trait does not stack.",Zu Beginn des Kampfes erhalten deine {RACE_Cockatrice}-Kreaturen eine zufällige {RACE_Cockatrice}-Eigenschaft. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
2137,Enemies with {CONDNAME_DEBUFF_BLIGHT} receive 50% more healing from all sources. This trait does not stack.,Feinde mit {CONDNAME_DEBUFF_BLIGHT} erhalten 50% mehr Heilung aus allen Quellen. Diese Eigenschaft ist nicht stapelbar.,TERM:Trait->Merkmal,,
2139,"After your creatures deal damage as a result of {CONDNAME_DEBUFF_BLIGHT}, they recover health equal to 100% of the damage dealt. This trait does not stack.","Nachdem deine Kreaturen Schaden durch {CONDNAME_DEBUFF_BLIGHT} verursacht haben, erhalten sie Gesundheit in Höhe von 100% des verursachten Schadens zurück. Diese Eigenschaft ist nicht stapelbar.",TERM:Trait->Merkmal,,
