line,english,german,issues,reviewed,replacement
23,"This creature's attacks deal 75% more damage. After this creature {ACTION_attacks}, it gains a copy of the target's trait.","Dieses Wesen verursacht 75% mehr Schaden mit seinen Angriffen. Nachdem dieses Wesen {ACTION_attacks}, erhält es eine Kopie der Eigenschaft des Ziels.",TERM:Creature->Kreatur,,
31,"After your creatures are healed, they gain a random buff. This trait does not stack.","Nachdem deine Kreaturen geheilt wurden, erhalten sie einen zufälligen Buff. Diese Eigenschaft ist nicht stapelbar.",TERM:Buff->Stärkung,,
41,This creature deals additional damage equal to 75% of its missing {STAT_health}.,Dieses Wesen verursacht zusätzlichen Schaden in Höhe von 75% seiner fehlenden {STAT_health}.,TERM:Creature->Kreatur,,
63,"At the start of this creature's turn, it grants your creatures 1 random buff.",Zu Beginn des Zuges dieser Kreatur gewährt sie deinen Kreaturen 1 zufälligen Buff.,TERM:Buff->Stärkung,,
119,This creature intercepts enemies' attacks on its allies.,Dieses Wesen fängt Angriffe der Feinde auf seine Verbündeten ab.,TERM:Creature->Kreatur,,
121,This creature and the creatures adjacent to it are resistant to debuffs.,"Dieses Wesen und die Wesen, die an es angrenzen, sind resistent gegen Schwächungseffekte.",TERM:Creature->Kreatur; TERM:Creatures->Kreaturen,,
125,This creature takes 2% less damage from attacks for every 1% {STAT_health} it is missing.,"Dieses Wesen erleidet 2% weniger Schaden durch Angriffe für jedes 1% {STAT_health}, das ihm fehlt.",TERM:Creature->Kreatur,,
133,This creature takes 50% of the damage in place of your other creatures from attacks and spells. This trait does not stack.,Dieses Wesen nimmt 50% des Schadens anstelle deiner anderen Wesen durch Angriffe und Zauber. Diese Eigenschaft ist nicht stapelbar.,TERM:Creature->Kreatur; TERM:Creatures->Kreaturen,,
139,"After an enemy targets one of your creatures with a single-target spell, this creature {ACTION_casts} the same spell on the enemy.","Nachdem ein Feind eines deiner Wesen mit einem Einzelzielzauber anvisiert hat, {ACTION_casts} dieses Wesen denselben Zauber auf den Feind.",TERM:Creature->Kreatur; TERM:Creatures->Kreaturen,,
145,"After your creatures manually {ACTION_cast} a {CLASS_Life} spell, they gain a random buff.","Nachdem deine Kreaturen manuell einen {CLASS_Life}-Zauber {ACTION_cast}, erhalten sie einen zufälligen Buff.",TERM:Buff->Stärkung,,
175,"After your {RACE_Griffon}s receive a buff, they share a copy of that buff with all the {RACE_Griffon}s fighting on your side. This trait does not stack.","Nachdem deine {RACE_Griffon}s einen Buff erhalten, teilen sie eine Kopie dieses Buffs mit allen {RACE_Griffon}s, die an deiner Seite kämpfen. Diese Eigenschaft ist nicht stapelbar.",TERM:Buff->Stärkung,,
213,"After this creature kills a creature, your creatures gain a random buff for each buff, debuff, and minion the target had before it died.","Nachdem diese Kreatur eine Kreatur tötet, erhalten deine Kreaturen einen zufälligen Buff für jeden Buff, Debuff und Diener, den das Ziel vor seinem Tod hatte.",TERM:Buff->Stärkung; TERM:Debuff->Schwächung,,
217,"This creature starts battles with 125% more {STAT_health}, but takes damage equal to 15% of its Maximum {STAT_health} at the start of its turn.","Dieses Wesen beginnt Kämpfe mit 125% mehr {STAT_health}, erleidet aber zu Beginn seines Zuges Schaden in Höhe von 15% seiner maximalen {STAT_health}.",TERM:Creature->Kreatur,,
275,"After this creature {ACTION_attacks}, it has a 50% chance to attack the same target again. This effect can occur repeatedly.","Nachdem diese Kreatur {ACTION_attacks}, besteht eine 50% Chance, dass sie dasselbe Ziel erneut angreift. Dieser Effekt kann wiederholt auftreten.",TERM:Attack->Angriff,,
277,This creature deals additional damage with attacks and spells equal to 50% of its {STAT_speed}.,Dieses Wesen verursacht zusätzlichen Schaden mit Angriffen und Zaubern in Höhe von 50% seiner {STAT_speed}.,TERM:Creature->Kreatur,,
321,"After this creature {ACTION_attacks} a creature with less than 35% {STAT_health}, it is killed, then this creature afflicts enemies with a random debuff for each buff the target had before it died.","Nachdem diese Kreatur eine Kreatur mit weniger als 35% {STAT_health} {ACTION_attacks}, wird diese getötet, dann fügt diese Kreatur Feinden für jeden Buff, den das Ziel vor seinem Tod hatte, einen zufälligen Debuff zu.",TERM:Buff->Stärkung; TERM:Debuff->Schwächung,,
337,"This creature always has {CONDNAME_BUFF_REPELLING}, and takes 30% less damage.",Dieses Wesen hat immer {CONDNAME_BUFF_REPELLING} und erleidet 30% weniger Schaden.,TERM:Creature->Kreatur,,
347,"This creature always has {CONDNAME_BUFF_BERSERK} and {CONDNAME_BUFF_SAVAGE}, and deals 30% more damage.",Dieses Wesen hat immer {CONDNAME_BUFF_BERSERK} und {CONDNAME_BUFF_SAVAGE} und verursacht 30% mehr Schaden.,TERM:Creature->Kreatur,,
355,"After your creatures are afflicted with a debuff, they have a 40% chance to remove the debuff and give it to a random enemy. This trait does not stack.","Nachdem deine Kreaturen mit einem Debuff belegt wurden, haben sie eine 40% Chance, den Debuff zu entfernen und ihn auf einen zufälligen Gegner zu übertragen. Diese Eigenschaft ist nicht stapelbar.",TERM:Debuff->Schwächung,,
357,"After this creature takes damage from an attack or spell, it afflicts the enemy with a random debuff.","Nachdem diese Kreatur Schaden durch einen Angriff oder Zauber erleidet, belegt sie den Feind mit einem zufälligen Debuff.",TERM:Debuff->Schwächung,,
361,Enemies deal 5% less damage and take 7% more damage for each debuff they have. This trait does not stack.,"Feinde verursachen 5% weniger Schaden und erleiden 7% mehr Schaden für jeden Debuff, den sie haben. Diese Eigenschaft ist nicht stapelbar.",TERM:Debuff->Schwächung,,
365,"After this creature {ACTION_defends}, it takes damage equal to 20% of its Maximum {STAT_health} and grants 1 random buff to all your creatures.","Nachdem diese Kreatur {ACTION_defends}, erleidet sie Schaden in Höhe von 20% ihrer maximalen {STAT_health} und gewährt allen deinen Kreaturen 1 zufälligen Buff.",TERM:Buff->Stärkung,,
371,This creature deals 5% more damage for every 1% {STAT_health} it is missing.,"Dieses Wesen verursacht 5% mehr Schaden für jedes 1% {STAT_health}, das ihm fehlt.",TERM:Creature->Kreatur,,
405,"At the start of battle, this creature gains {CONDNAME_BUFF_INVISIBLE}. This creature deals 200% more damage while it is {CONDNAME_BUFF_INVISIBLE}. This creature's {CONDNAME_BUFF_INVISIBLE} buff is no longer removed at the start of its turn.","Zu Beginn des Kampfes erhält diese Kreatur {CONDNAME_BUFF_INVISIBLE}. Diese Kreatur verursacht 200% mehr Schaden, während sie {CONDNAME_BUFF_INVISIBLE} ist. Der {CONDNAME_BUFF_INVISIBLE}-Buff dieser Kreatur wird nicht mehr zu Beginn ihres Zuges entfernt.",TERM:Buff->Stärkung,,
421,"After an ally {ACTION_attacks}, this creature has a 50% chance to attack the same target.","Nachdem ein Verbündeter {ACTION_attacks}, hat diese Kreatur eine 50% Chance, dasselbe Ziel anzugreifen.",TERM:Attack->Angriff,,
427,This creature deals 200% more damage to {CLASS_Nature} creatures and takes 65% less damage from them.,Dieses Wesen verursacht 200% mehr Schaden an {CLASS_Nature}-Wesen und erleidet 65% weniger Schaden von ihnen.,TERM:Creature->Kreatur; TERM:Creatures->Kreaturen,,
429,This creature deals 200% more damage to {CLASS_Sorcery} creatures and takes 65% less damage from them.,Dieses Wesen verursacht 200% mehr Schaden an {CLASS_Sorcery}-Wesen und erleidet 65% weniger Schaden von ihnen.,TERM:Creature->Kreatur; TERM:Creatures->Kreaturen,,
437,"This creature is always {CONDNAME_BUFF_BERSERK}, and deals 75% more damage.",Dieses Wesen ist immer {CONDNAME_BUFF_BERSERK} und verursacht 75% mehr Schaden.,TERM:Creature->Kreatur,,
443,This creature deals 80% more damage with attacks for each of its debuffs.,Dieses Wesen verursacht 80% mehr Schaden mit Angriffen für jeden seiner Debuffs.,TERM:Creature->Kreatur,,
467,This creature and your creatures adjacent to it take 50% less damage. This trait does not stack.,"Dieses Wesen und deine Wesen, die an es angrenzen, erleiden 50% weniger Schaden. Diese Eigenschaft ist nicht stapelbar.",TERM:Creature->Kreatur; TERM:Creatures->Kreaturen,,
489,"After your {RACE_Diabolic Horde} receive a buff, they share a copy of that buff with all the {RACE_Diabolic Horde} fighting on your side.","Nachdem deine {RACE_Diabolic Horde} einen Buff erhalten, teilen sie eine Kopie dieses Buffs mit allen {RACE_Diabolic Horde}, die an deiner Seite kämpfen.",TERM:Buff->Stärkung,,
507,"After this creature {ACTION_defends} or {ACTION_provokes}, enemies that have {CONDNAME_DEBUFF_POISON} take damage equal to 3 turns of this debuff.","Nachdem diese Kreatur {ACTION_defends} oder {ACTION_provokes}, erleiden Feinde mit {CONDNAME_DEBUFF_POISON} Schaden in Höhe von 3 Runden dieses Debuffs.",TERM:Debuff->Schwächung,,
511,Enemies' {CONDNAME_DEBUFF_POISON} debuff lasts forever. This effect also applies to your own creatures while you have a creature with the Poison Inoculation trait.,"Gegner-{CONDNAME_DEBUFF_POISON}-Debuff hält ewig an. Dieser Effekt gilt auch für deine eigenen Kreaturen, solange du eine Kreatur mit der Eigenschaft Giftimpfung besitzt.",TERM:Debuff->Schwächung,,
515,"After this creature {ACTION_attacks} a creature with {CONDNAME_DEBUFF_POISON}, it deals damage equal to the amount this debuff would have dealt for 5 turns, then this debuff is removed.","Nachdem diese Kreatur eine Kreatur mit {CONDNAME_DEBUFF_POISON} {ACTION_attacks}, verursacht sie Schaden in Höhe des Schadens, den dieser Debuff für 5 Runden verursacht hätte, dann wird dieser Debuff entfernt.",TERM:Debuff->Schwächung,,
535,"When an enemy would gain a buff, this creature has a 50% chance to gain it instead.","Wenn ein Feind einen Buff erhalten würde, hat diese Kreatur eine 50% Chance, ihn stattdessen zu erhalten.",TERM:Buff->Stärkung,,
571,"When an enemy attempts to {ACTION_cast} a single-target spell on any other creature, they have a 50% chance to target themselves instead. This trait does not stack.","Wenn ein Feind versucht, einen Einzelziel-Zauber auf ein anderes Wesen zu {ACTION_cast}, besteht eine 50% Chance, dass er stattdessen sich selbst zum Ziel nimmt. Diese Eigenschaft ist nicht stapelbar.",TERM:Creature->Kreatur,,
593,This creature deals 200% additional critical damage.,Dieses Wesen verursacht 200% zusätzlichen kritischen Schaden.,TERM:Creature->Kreatur,,
613,"This creature can't {ACTION_cast} spells manually, but can equip 3 extra Spell Gems. At the start of battle, your creatures gain copies of this creature's permanent Spell Gems. This trait does not stack.","Dieses Wesen kann keine Zauber manuell {ACTION_cast}, kann aber 3 zusätzliche Zauber-Edelsteine ausrüsten. Zu Beginn des Kampfes erhalten deine Wesen Kopien der permanenten Zauber-Edelsteine dieses Wesens. Diese Eigenschaft ist nicht stapelbar.",TERM:Creature->Kreatur; TERM:Creatures->Kreaturen,,
631,"After an enemy gains a buff or minion, this creature deals damage to all enemies equal to 30% of this creature's {STAT_speed}. This trait does not stack.","Nachdem ein Feind einen Buff oder einen Diener erhält, fügt diese Kreatur allen Feinden Schaden in Höhe von 30% der {STAT_speed} dieser Kreatur zu. Diese Eigenschaft ist nicht stapelbar.",TERM:Buff->Stärkung,,
653,"After this creature is {ACTION_attacked}, it afflicts enemies with {CONDNAME_DEBUFF_BURNED}. If enemies already have this debuff, its potency is increased by 30% instead.","Nachdem diese Kreatur {ACTION_attacked} wurde, belegt sie Feinde mit {CONDNAME_DEBUFF_BURNED}. Falls Feinde diesen Debuff bereits haben, wird stattdessen seine Wirksamkeit um 30% erhöht.",TERM:Debuff->Schwächung,,
661,This creature {ACTION_attacks} and {ACTION_casts} spells 2 additional times.,Dieses Wesen {ACTION_attacks} und {ACTION_casts} Zauber 2 zusätzliche Male.,TERM:Creature->Kreatur,,
671,"After this creature {ACTION_attacks} a creature with {CONDNAME_DEBUFF_BURNED}, the target takes damage equal to 4 turns of this debuff.","Nachdem diese Kreatur eine Kreatur mit {CONDNAME_DEBUFF_BURNED} {ACTION_attacks}, erleidet das Ziel Schaden in Höhe von 4 Runden dieses Debuffs.",TERM:Debuff->Schwächung,,
675,Enemies' {CONDNAME_DEBUFF_BURNED} debuff lasts forever. This effect also applies to your own creatures while you have a creature with the In Flames trait.,"Gegner-{CONDNAME_DEBUFF_BURNED}-Debuff hält ewig an. Dieser Effekt gilt auch für deine eigenen Kreaturen, solange du eine Kreatur mit der Eigenschaft In Flammen besitzt.",TERM:Debuff->Schwächung,,
679,"When an enemy's {CONDNAME_DEBUFF_BURNED} debuff expires or is removed, this creature deals damage to it equal to 5 turns of this debuff. This trait does not stack.","Wenn der {CONDNAME_DEBUFF_BURNED}-Malus eines Feindes abläuft oder entfernt wird, fügt diese Kreatur ihm Schaden in Höhe von 5 Runden dieses Malus zu. Diese Eigenschaft ist nicht stapelbar.",TERM:Debuff->Schwächung,,
695,"Your creatures' ""Afflict Debuff On Damage"" properties have a 100% greater chance to activate. This trait does not stack.","Deine Kreaturen haben eine um 100% höhere Chance, ihre Eigenschaften ""Debuff bei Schaden zufügen"" zu aktivieren. Dieser Effekt ist nicht stapelbar.",TERM:Debuff->Schwächung,,
697,"Your creatures' ""Gain Buff On Damage"" properties have a 100% greater chance to activate. This trait does not stack.","Deine Kreaturen haben eine um 100% höhere Chance, ihre ""Buff bei Schaden erhalten""-Eigenschaften zu aktivieren. Dieser Effekt ist nicht stapelbar.",TERM:Buff->Stärkung,,
711,This creature deals 10% more damage with spells for each {STAT_charge} the Spell Gem is missing.,"Dieses Wesen verursacht 10% mehr Schaden mit Zaubern für jeden {STAT_charge}, der dem Zauberedelstein fehlt.",TERM:Creature->Kreatur,,
716,Chain Spells,Kettensprüche,TERM:Spells->Zauber,,
719,This creature can {ACTION_cast} spells without consuming {STAT_charges}.,"Dieses Wesen kann Zauber {ACTION_cast}, ohne {STAT_charges} zu verbrauchen.",TERM:Creature->Kreatur,,
749,"After this creature gains a minion, your other creatures that don't have this trait gain that minion as well.","Nachdem diese Kreatur einen Diener erhält, erhalten deine anderen Kreaturen, die diesen Wesenszug nicht haben, ebenfalls diesen Diener.",TERM:Trait->Eigenschaft,,
753,"After this creature gains Spell Gems, your other creatures that don't have this trait gain those Spell Gems as well.","Nachdem diese Kreatur Zauber-Edelsteine erhält, erhalten auch deine anderen Kreaturen, die diesen Wesenszug nicht haben, diese Zauber-Edelsteine.",TERM:Trait->Eigenschaft,,
755,"After this creature gains a buff, your other creatures that don't have this trait gain a copy of that buff as well.","Nachdem diese Kreatur einen Buff erhält, erhalten deine anderen Kreaturen, die diesen Wesenszug nicht haben, ebenfalls eine Kopie dieses Buffs.",TERM:Buff->Stärkung; TERM:Trait->Eigenschaft,,
