line,english,german,issues,reviewed,replacement
982,"This creature is the brightest of the Paragons, and the most ornate. This is because it is greatly skilled at working all kinds of minerals, including the one that is part of its body. However, it does not like working with small objects, and is dedicated exclusively to directing or working on large constructions, many of which have gone down in history for their size and beauty.","Dieses Wesen ist das strahlendste der Paragons und das kunstvollste. Dies liegt daran, dass es äußerst geschickt im Umgang mit allen Arten von Mineralien ist, einschließlich jener, die Teil seines Körpers sind. Allerdings mag es nicht, mit kleinen Objekten zu arbeiten, und widmet sich ausschließlich der Leitung oder Arbeit an großen Bauwerken, von denen viele aufgrund ihrer Größe und Schönheit in die Geschichte eingegangen sind.",TERM:Creature->Kreatur,,
985,"Kaito was razed to the ground by the Watchers thousands of years before the Seraphs existed. Gonfurian claimed the ruins of that kingdom, and they became part of his realm. When the Unification War came to an end, many Seraphs of the newly founded Rodia had lost their wings and ability to reproduce due to the fall of the kingdoms they served, or rather, those they were forced to serve. However, a group of these homeless Seraphs came to Surathli and asked for mercy. The Goddess pondered for a moment and decided to give them back their ability to spawn new Seraphs, uniting them all into one single lineage. These Seraphs all took different paths, but they always used their new blade to carry out the designs of the forces of good. Some of them began to protect the ruins of Kaito from looters. Given the great cultural value of those ruins, archeologists and historians began calling these creatures ""Keepers of Knowledge"", or even ""Kaito Seraphs"", as they are commonly known today.","Kaito wurde von den Wächtern tausende Jahre vor der Existenz der Seraphen dem Erdboden gleichgemacht. Gonfurian beanspruchte die Ruinen dieses Königreichs, und sie wurden Teil seines Reiches. Als der Vereinigungskrieg zu Ende ging, hatten viele Seraphen des neu gegründeten Rodia ihre Flügel und Fortpflanzungsfähigkeit verloren, aufgrund des Falls der Königreiche, denen sie dienten, oder vielmehr, denen sie zu dienen gezwungen waren. Jedoch kam eine Gruppe dieser heimatlosen Seraphen nach Surathli und bat um Gnade. Die Göttin überlegte einen Moment und beschloss, ihnen ihre Fähigkeit zurückzugeben, neue Seraphen zu erschaffen, und vereinte sie alle zu einer einzigen Abstammungslinie. Diese Seraphen schlugen alle unterschiedliche Wege ein, aber sie nutzten stets ihre neue Klinge, um die Pläne der Mächte des Guten auszuführen. Einige von ihnen begannen, die Ruinen von Kaito vor Plünderern zu schützen. Aufgrund des großen kulturellen Wertes dieser Ruinen begannen Archäologen und Historiker, diese Wesen ""Hüter des Wissens"" oder sogar ""Kaito-Seraphen"" zu nennen, wie sie heute allgemein bekannt sind.",TERM:Creatures->Kreaturen,,
987,"This creature sleeps at night and goes hunting when the sunlight begins to appear on the horizon. It usually inhabits cold places and migrates when the warm season arrives, if the temperature is not low enough for snow, as they sleep and nest in rocky crags covered with snow to hide from predators, only sticking their heads out.","Dieses Wesen schläft nachts und geht auf die Jagd, wenn das Sonnenlicht am Horizont erscheint. Es bewohnt gewöhnlich kalte Orte und wandert ab, wenn die warme Jahreszeit beginnt, falls die Temperatur nicht niedrig genug für Schnee ist, da sie in schneebedeckten Felsspalten schlafen und nisten, um sich vor Raubtieren zu verstecken, wobei sie nur ihre Köpfe herausstrecken.",TERM:Creature->Kreatur,,
992,"The Aspen Ent is always accompanied by the unmistakable sound of the birds nesting in its head. Although it respects the cycle of life, it does not allow predators to feed on its guests. Many animals fear it for this reason, although this creature never goes beyond scaring them.","Der Espen-Ent wird stets vom unverwechselbaren Klang der Vögel begleitet, die in seinem Kopf nisten. Obwohl er den Kreislauf des Lebens respektiert, erlaubt er Raubtieren nicht, sich von seinen Gästen zu ernähren. Viele Tiere fürchten ihn aus diesem Grund, obwohl dieses Wesen nie über das Erschrecken hinausgeht.",TERM:Creature->Kreatur,,
995,"This creature's sight is stunted, but it can orient itself perfectly using its other senses. For this reason, the Villous Wolpertinger is the only one of its kind who can pose a threat overnight, occasionally surprising the Smiths in the Scarlet Mountains, who have taken to setting up traps to finish them off. Fortunately, they are very noisy and never stalk their prey, so they rarely manage to cause too much trouble for the Smiths.","Dieses Wesen hat ein eingeschränktes Sehvermögen, kann sich aber mithilfe seiner anderen Sinne perfekt orientieren. Aus diesem Grund ist der Zottige Wolpertinger der einzige seiner Art, der über Nacht eine Bedrohung darstellen kann und gelegentlich die Schmiede in den Scharlachbergen überrascht, die dazu übergegangen sind, Fallen aufzustellen, um sie zu erledigen. Glücklicherweise sind sie sehr laut und verfolgen ihre Beute nie heimlich, sodass sie den Schmieden selten allzu große Probleme bereiten.",TERM:Creature->Kreatur,,
1001,"This creature is not really a Crusader, but an automaton created by the Auditors to protect Ubi Concordia. When it detects an enemy, the green lights on its neck blink in a random order. When it is active for a long time, the metal plates on its back get so hot that you could fry an egg on them. Indeed, if the creature does not stop to cool down in a timely manner, it will shut down to prevent damage to its structure.","Dieses Wesen ist kein echter Kreuzritter, sondern ein Automat, der von den Auditoren zum Schutz von Ubi Concordia erschaffen wurde. Wenn es einen Feind erkennt, blinken die grünen Lichter an seinem Hals in zufälliger Reihenfolge. Wenn es lange aktiv ist, werden die Metallplatten auf seinem Rücken so heiß, dass man darauf ein Ei braten könnte. Tatsächlich wird es sich abschalten, um Schäden an seiner Struktur zu vermeiden, wenn es nicht rechtzeitig anhält, um abzukühlen.",TERM:Creature->Kreatur,,
1035,"B004 is the only creature R080 has created. Its initial purpose was to help him gather information about the world, but now that he has dealt with some mortals, the God of Science is making a great effort to implement a mechanism that allows B004 to understand the emotions of living beings at a higher speed. His success is, at the moment, very questionable, since B004 tends to assume that everyone feels an uncontrollable emotional maelstrom all the time and does not stop constantly asking the people it meets if they are feeling okay.","B004 ist das einzige Geschöpf, das R080 erschaffen hat. Sein ursprünglicher Zweck war es, ihm zu helfen, Informationen über die Welt zu sammeln, aber nachdem er mit einigen Sterblichen zu tun hatte, unternimmt der Gott der Wissenschaft große Anstrengungen, einen Mechanismus zu implementieren, der es B004 ermöglicht, die Emotionen lebender Wesen schneller zu verstehen. Sein Erfolg ist momentan sehr fragwürdig, da B004 dazu neigt anzunehmen, dass jeder ständig einen unkontrollierbaren emotionalen Mahlstrom erlebt, und nicht aufhört, die Personen, denen es begegnet, ständig zu fragen, ob es ihnen gut geht.",TERM:Creature->Kreatur,,
1039,"Rengas is often considered the little brother of Genaros, but he is really his first and only son, the only creature the God of Strife has ever given life to. He is good-natured and, unlike his father, does not get carried away with anger easily. He helps travelers in distress by guiding them to safe places or pointing out where they can find something to eat, but if he discovers that their intentions are looting or indiscriminate violence he will charge with all of his strength without a second thought.","Rengas wird oft als der kleine Bruder von Genaros betrachtet, ist aber in Wirklichkeit sein erster und einziger Sohn, das einzige Wesen, dem der Gott des Streits je Leben geschenkt hat. Er ist gutmütig und lässt sich, anders als sein Vater, nicht leicht vom Zorn mitreißen. Er hilft Reisenden in Not, indem er sie zu sicheren Orten führt oder ihnen zeigt, wo sie etwas zu essen finden können. Wenn er jedoch entdeckt, dass ihre Absichten Plünderung oder willkürliche Gewalt sind, wird er ohne zu zögern mit all seiner Kraft angreifen.",TERM:Creature->Kreatur,,
1041,"The Goddess of Earth has multiple 'granddaughters' shaped from the stone and dirt and given life, who assist her in maintaining the balance within the Forbidden Depths. Though there are only nine, among them Thana is a living legend due to having found a way to bypass the seal on the Forbidden Depths, and has been known to appear in Vulcanar's realm from time to time, causing havoc in the fire god's domain.\n\nThere are records in the distant past of Thana even visiting the surface once for a brief time; but as they cannot speak any of the Rodian languages, the people assumed Thana to be a terrible monster and attacked them. Thana retreated to the Forbidden Depths badly injured and harboring a deep, violent hatred of humanity that, thus far, they have not acted upon. This is of great concern to Anneltha, who only entrusts Thana to those who she feels may grant them more hopeful perspectives.",Die Erdgöttin hat mehrere 'Enkelinnen,TOKEN_MISMATCH,,
1042,"Nine Tailed Harvesters inhabit the Hamubo Rocky Mountains, to the southeast of Yarthe. Since the dawn of their civilization they have worshipped death, and to them Harvesters are sacred creatures who should not be disturbed under any circumstances. Their lives revolve around their customs and rites, centered on meditation, and they do not seek war with other peoples. However, they also need to defend themselves. All Nine Tailed Harvesters receive combat training from a young age, and all of them use a scythe in battle.","Neunschwänzige Ernter bewohnen das Hamubo-Gebirge, südöstlich von Yarthe. Seit Anbeginn ihrer Zivilisation verehren sie den Tod, und für sie sind Ernter heilige Wesen, die unter keinen Umständen gestört werden sollten. Ihr Leben dreht sich um ihre Bräuche und Rituale, die auf Meditation ausgerichtet sind, und sie suchen keinen Krieg mit anderen Völkern. Dennoch müssen sie sich auch verteidigen können. Alle Neunschwänzigen Ernter erhalten von klein auf Kampftraining und benutzen im Kampf eine Sense.",TERM:Creatures->Kreaturen,,
